CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
1719,Activity G,,,
1719,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1719,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1719,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1719,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1719,Activity L,,,
1719,Activity H,,,
1719,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1720,Activity A,1970-01-01 09:00:00,0.0,0.0
1720,Activity B,,,
1720,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1720,Activity D,,,
1720,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
1720,,,,
1720,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
1720,Activity M,,,
1720,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1720,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
1720,Activity L,,,
1720,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1720,,1970-01-01 16:00:00,25200.0,0.9999960317617788
1720,Activity F,,,
1721,Activity A,,,
1721,Activity B,1970-01-01 10:00:00,3600.0,0.0
1721,Activity C,,,
1721,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
1721,Activity E,,,
1721,Activity M,,,
1721,,1970-01-01 14:00:00,18000.0,0.5714263038638736
1721,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
1721,Activity N,,,
1721,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
1721,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
1721,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1721,,1970-01-01 16:00:00,25200.0,0.8571394557958104
1721,,1970-01-01 17:00:00,28800.0,0.9999960317617788
1722,Activity A,1970-01-01 09:00:00,0.0,0.0
1722,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1722,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1722,,,,
1722,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1722,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1722,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1722,,,,
1722,Activity N,,,
1722,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1722,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1722,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1722,Activity H,,,
1722,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1723,Activity A,,,
1723,Activity B,,,
1723,Activity C,1970-01-01 11:00:00,7200.0,0.0
1723,Activity D,,,
1723,Activity E,,,
1723,Activity M,1970-01-01 14:00:00,18000.0,0.49999768519590193
1723,Activity G,1970-01-01 14:00:00,18000.0,0.49999768519590193
1723,Activity K,1970-01-01 14:00:00,18000.0,0.49999768519590193
1723,,1970-01-01 15:00:00,21600.0,0.6666635802612025
1723,,1970-01-01 15:00:00,21600.0,0.6666635802612025
1723,,1970-01-01 15:00:00,21600.0,0.6666635802612025
1723,Activity L,1970-01-01 15:00:00,21600.0,0.6666635802612025
1723,Activity H,1970-01-01 16:00:00,25200.0,0.8333294753265031
1723,Activity F,1970-01-01 17:00:00,28800.0,0.9999953703918039
1724,Activity A,1970-01-01 09:00:00,0.0,0.0
1724,,1970-01-01 10:00:00,3600.0,0.12499956597372927
1724,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1724,,1970-01-01 12:00:00,10800.0,0.3749986979211878
1724,,1970-01-01 13:00:00,14400.0,0.4999982638949171
1724,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1724,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1724,Activity G,,,
1724,Activity L,,,
1724,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1724,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1724,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1724,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1724,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1725,Activity A,1970-01-01 09:00:00,0.0,0.0
1725,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1725,Activity C,,,
1725,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1725,,1970-01-01 13:00:00,14400.0,0.4999982638949171
1725,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1725,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1725,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1725,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1725,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1725,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1725,,,,
1725,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1725,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1726,Activity A,1970-01-01 09:00:00,0.0,0.0
1726,Activity B,,,
1726,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1726,Activity D,,,
1726,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1726,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1726,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1726,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1726,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1726,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1726,Activity I,,,
1726,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1726,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1726,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1727,Activity A,1970-01-01 09:00:00,0.0,0.0
1727,,1970-01-01 10:00:00,3600.0,0.1428565759659684
1727,,,,
1727,Activity D,,,
1727,,1970-01-01 13:00:00,14400.0,0.5714263038638736
1727,,1970-01-01 14:00:00,18000.0,0.714282879829842
1727,Activity M,,,
1727,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
1727,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1727,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
1727,Activity N,,,
1727,Activity L,1970-01-01 15:00:00,21600.0,0.8571394557958104
1727,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1727,Activity F,,,
1728,Activity A,,,
1728,,1970-01-01 10:00:00,3600.0,0.0
1728,,1970-01-01 11:00:00,7200.0,0.16666589506530063
1728,Activity D,1970-01-01 12:00:00,10800.0,0.33333179013060127
1728,Activity E,1970-01-01 13:00:00,14400.0,0.49999768519590193
1728,Activity M,1970-01-01 14:00:00,18000.0,0.6666635802612025
1728,Activity K,1970-01-01 14:00:00,18000.0,0.6666635802612025
1728,,1970-01-01 14:00:00,18000.0,0.6666635802612025
1728,Activity N,1970-01-01 15:00:00,21600.0,0.8333294753265031
1728,Activity L,,,
1728,Activity I,1970-01-01 15:00:00,21600.0,0.8333294753265031
1728,,,,
1728,Activity H,1970-01-01 16:00:00,25200.0,0.9999953703918039
1728,,,,
1729,Activity A,1970-01-01 09:00:00,0.0,0.0
1729,Activity B,,,
1729,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1729,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1729,Activity E,,,
1729,,,,
1729,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1729,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1729,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1729,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1729,,,,
1729,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1729,,1970-01-01 16:00:00,25200.0,0.8749969618161049
1729,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1730,,1970-01-01 09:00:00,0.0,0.0
1730,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
1730,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1730,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
1730,,1970-01-01 13:00:00,14400.0,0.5714263038638736
1730,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
1730,Activity M,,,
1730,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
1730,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
1730,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1730,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
1730,Activity L,1970-01-01 15:00:00,21600.0,0.8571394557958104
1730,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1730,Activity F,,,
1731,Activity A,1970-01-01 09:00:00,0.0,0.0
1731,Activity B,,,
1731,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1731,Activity D,,,
1731,Activity E,,,
1731,Activity G,,,
1731,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1731,Activity M,,,
1731,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1731,Activity I,,,
1731,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1731,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1731,Activity H,,,
1731,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1732,Activity A,1970-01-01 09:00:00,0.0,0.0
1732,,1970-01-01 10:00:00,3600.0,0.12499956597372927
1732,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1732,,1970-01-01 12:00:00,10800.0,0.3749986979211878
1732,,1970-01-01 13:00:00,14400.0,0.4999982638949171
1732,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1732,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1732,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1732,Activity L,,,
1732,,,,
1732,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1732,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1732,Activity H,,,
1732,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1733,Activity A,1970-01-01 09:00:00,0.0,0.0
1733,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
1733,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1733,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
1733,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
1733,Activity M,,,
1733,Activity G,,,
1733,,1970-01-01 14:00:00,18000.0,0.714282879829842
1733,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
1733,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1733,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1733,Activity L,1970-01-01 15:00:00,21600.0,0.8571394557958104
1733,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1733,,,,
1734,Activity A,,,
1734,Activity B,1970-01-01 10:00:00,3600.0,0.0
1734,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
1734,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
1734,Activity E,,,
1734,Activity K,,,
1734,Activity G,,,
1734,Activity M,,,
1734,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
1734,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
1734,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1734,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
1734,Activity H,,,
1734,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
1735,Activity A,1970-01-01 09:00:00,0.0,0.0
1735,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1735,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1735,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1735,Activity E,,,
1735,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1735,Activity G,,,
1735,,,,
1735,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1735,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1735,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1735,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1735,,1970-01-01 16:00:00,25200.0,0.8749969618161049
1735,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1736,Activity A,1970-01-01 09:00:00,0.0,0.0
1736,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1736,,,,
1736,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1736,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1736,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1736,,,,
1736,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1736,,,,
1736,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1736,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1736,Activity I,,,
1736,Activity H,,,
1736,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1737,Activity A,,,
1737,Activity B,1970-01-01 10:00:00,3600.0,0.0
1737,,1970-01-01 11:00:00,7200.0,0.24999826390094512
1737,,,,
1737,Activity E,1970-01-01 13:00:00,14400.0,0.7499947917028353
1737,Activity G,1970-01-01 14:00:00,18000.0,0.9999930556037805
1737,Activity K,,,
1737,Activity M,,,
1737,Activity I,,,
1737,Activity J,,,
1737,Activity L,,,
1737,Activity N,,,
1737,Activity H,,,
1737,Activity F,,,
1738,,1970-01-01 09:00:00,0.0,0.0
1738,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1738,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1738,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1738,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1738,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1738,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1738,,,,
1738,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1738,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1738,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1738,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1738,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1738,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1739,Activity A,1970-01-01 09:00:00,0.0,0.0
1739,,1970-01-01 10:00:00,3600.0,0.12499956597372927
1739,,,,
1739,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1739,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1739,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1739,Activity G,,,
1739,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1739,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1739,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1739,Activity I,,,
1739,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1739,,1970-01-01 16:00:00,25200.0,0.8749969618161049
1739,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1740,Activity A,,,
1740,,1970-01-01 10:00:00,3600.0,0.0
1740,Activity C,,,
1740,,,,
1740,Activity E,,,
1740,Activity K,,,
1740,Activity M,,,
1740,,1970-01-01 14:00:00,18000.0,0.6666635802612025
1740,,1970-01-01 15:00:00,21600.0,0.8333294753265031
1740,Activity N,1970-01-01 15:00:00,21600.0,0.8333294753265031
1740,,1970-01-01 15:00:00,21600.0,0.8333294753265031
1740,Activity J,,,
1740,Activity H,1970-01-01 16:00:00,25200.0,0.9999953703918039
1740,Activity F,,,
1741,Activity A,1970-01-01 09:00:00,0.0,0.0
1741,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
1741,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1741,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
1741,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
1741,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
1741,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
1741,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
1741,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
1741,Activity L,1970-01-01 15:00:00,21600.0,0.8571394557958104
1741,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1741,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1741,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1741,,,,
1742,Activity A,,,
1742,,1970-01-01 10:00:00,3600.0,0.0
1742,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
1742,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
1742,,1970-01-01 13:00:00,14400.0,0.4285697278979052
1742,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
1742,,1970-01-01 14:00:00,18000.0,0.5714263038638736
1742,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
1742,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
1742,Activity I,,,
1742,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1742,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
1742,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
1742,,1970-01-01 17:00:00,28800.0,0.9999960317617788
1743,,1970-01-01 09:00:00,0.0,0.0
1743,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
1743,,1970-01-01 11:00:00,7200.0,0.2857131519319368
1743,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
1743,,1970-01-01 13:00:00,14400.0,0.5714263038638736
1743,Activity G,,,
1743,Activity M,,,
1743,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
1743,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1743,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
1743,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1743,Activity L,1970-01-01 15:00:00,21600.0,0.8571394557958104
1743,,1970-01-01 16:00:00,25200.0,0.9999960317617788
1743,Activity F,,,
1744,Activity A,1970-01-01 09:00:00,0.0,0.0
1744,,1970-01-01 10:00:00,3600.0,0.12499956597372927
1744,,,,
1744,,1970-01-01 12:00:00,10800.0,0.3749986979211878
1744,,,,
1744,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1744,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1744,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1744,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1744,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1744,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1744,Activity J,,,
1744,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1744,,1970-01-01 17:00:00,28800.0,0.9999965277898342
1745,Activity A,1970-01-01 09:00:00,0.0,0.0
1745,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1745,Activity C,,,
1745,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1745,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1745,Activity G,,,
1745,Activity K,,,
1745,Activity M,,,
1745,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1745,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1745,Activity L,,,
1745,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1745,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1745,,1970-01-01 17:00:00,28800.0,0.9999965277898342
1746,,1970-01-01 09:00:00,0.0,0.0
1746,,,,
1746,Activity C,1970-01-01 11:00:00,7200.0,0.33333179013060127
1746,Activity D,1970-01-01 12:00:00,10800.0,0.49999768519590193
1746,Activity E,1970-01-01 13:00:00,14400.0,0.6666635802612025
1746,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
1746,Activity M,1970-01-01 14:00:00,18000.0,0.8333294753265031
1746,,1970-01-01 14:00:00,18000.0,0.8333294753265031
1746,Activity L,1970-01-01 15:00:00,21600.0,0.9999953703918039
1746,Activity N,1970-01-01 15:00:00,21600.0,0.9999953703918039
1746,,,,
1746,,,,
1746,Activity H,,,
1746,Activity F,,,
1747,Activity A,,,
1747,Activity B,1970-01-01 10:00:00,3600.0,0.0
1747,Activity C,1970-01-01 11:00:00,7200.0,0.16666589506530063
1747,Activity D,1970-01-01 12:00:00,10800.0,0.33333179013060127
1747,,,,
1747,Activity M,1970-01-01 14:00:00,18000.0,0.6666635802612025
1747,Activity G,1970-01-01 14:00:00,18000.0,0.6666635802612025
1747,Activity K,1970-01-01 14:00:00,18000.0,0.6666635802612025
1747,Activity N,,,
1747,Activity J,1970-01-01 15:00:00,21600.0,0.8333294753265031
1747,,1970-01-01 15:00:00,21600.0,0.8333294753265031
1747,Activity L,1970-01-01 15:00:00,21600.0,0.8333294753265031
1747,,1970-01-01 16:00:00,25200.0,0.9999953703918039
1747,Activity F,,,
1748,Activity A,,,
1748,Activity B,1970-01-01 10:00:00,3600.0,0.0
1748,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
1748,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
1748,,1970-01-01 13:00:00,14400.0,0.4285697278979052
1748,Activity G,,,
1748,,1970-01-01 14:00:00,18000.0,0.5714263038638736
1748,Activity M,,,
1748,Activity I,,,
1748,,,,
1748,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
1748,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
1748,,,,
1748,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
1749,Activity A,,,
1749,Activity B,1970-01-01 10:00:00,3600.0,0.0
1749,Activity C,,,
1749,,1970-01-01 12:00:00,10800.0,0.2857131519319368
1749,,,,
1749,Activity K,,,
1749,Activity M,,,
1749,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
1749,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
1749,,,,
1749,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
1749,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1749,,1970-01-01 16:00:00,25200.0,0.8571394557958104
1749,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
1750,Activity A,,,
1750,Activity B,1970-01-01 10:00:00,3600.0,0.0
1750,,1970-01-01 11:00:00,7200.0,0.1999988888950617
1750,,1970-01-01 12:00:00,10800.0,0.3999977777901234
1750,Activity E,,,
1750,Activity G,1970-01-01 14:00:00,18000.0,0.7999955555802468
1750,Activity M,1970-01-01 14:00:00,18000.0,0.7999955555802468
1750,,1970-01-01 14:00:00,18000.0,0.7999955555802468
1750,,1970-01-01 15:00:00,21600.0,0.9999944444753085
1750,Activity I,1970-01-01 15:00:00,21600.0,0.9999944444753085
1750,,1970-01-01 15:00:00,21600.0,0.9999944444753085
1750,Activity L,,,
1750,Activity H,,,
1750,,,,
1751,Activity A,,,
1751,Activity B,,,
1751,Activity C,1970-01-01 11:00:00,7200.0,0.0
1751,Activity D,1970-01-01 12:00:00,10800.0,0.24999826390094512
1751,Activity E,1970-01-01 13:00:00,14400.0,0.49999652780189024
1751,Activity M,1970-01-01 14:00:00,18000.0,0.7499947917028353
1751,,1970-01-01 14:00:00,18000.0,0.7499947917028353
1751,Activity K,1970-01-01 14:00:00,18000.0,0.7499947917028353
1751,Activity N,1970-01-01 15:00:00,21600.0,0.9999930556037805
1751,,1970-01-01 15:00:00,21600.0,0.9999930556037805
1751,Activity I,1970-01-01 15:00:00,21600.0,0.9999930556037805
1751,,,,
1751,,,,
1751,Activity F,,,
1752,Activity A,,,
1752,Activity B,,,
1752,Activity C,1970-01-01 11:00:00,7200.0,0.0
1752,,1970-01-01 12:00:00,10800.0,0.16666589506530063
1752,,,,
1752,Activity M,,,
1752,,1970-01-01 14:00:00,18000.0,0.49999768519590193
1752,Activity G,1970-01-01 14:00:00,18000.0,0.49999768519590193
1752,Activity N,1970-01-01 15:00:00,21600.0,0.6666635802612025
1752,Activity L,,,
1752,,1970-01-01 15:00:00,21600.0,0.6666635802612025
1752,Activity I,1970-01-01 15:00:00,21600.0,0.6666635802612025
1752,Activity H,1970-01-01 16:00:00,25200.0,0.8333294753265031
1752,,1970-01-01 17:00:00,28800.0,0.9999953703918039
1753,,1970-01-01 09:00:00,0.0,0.0
1753,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1753,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1753,Activity D,,,
1753,Activity E,,,
1753,Activity M,,,
1753,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1753,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1753,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1753,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1753,Activity J,,,
1753,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1753,,,,
1753,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1754,,1970-01-01 09:00:00,0.0,0.0
1754,,1970-01-01 10:00:00,3600.0,0.12499956597372927
1754,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1754,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1754,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1754,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1754,Activity K,,,
1754,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1754,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1754,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1754,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1754,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1754,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1754,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1755,Activity A,1970-01-01 09:00:00,0.0,0.0
1755,,,,
1755,Activity C,,,
1755,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1755,,1970-01-01 13:00:00,14400.0,0.4999982638949171
1755,Activity G,,,
1755,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1755,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1755,Activity J,,,
1755,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1755,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1755,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1755,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1755,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1756,,,,
1756,,1970-01-01 10:00:00,3600.0,0.0
1756,Activity C,,,
1756,Activity D,,,
1756,,,,
1756,Activity K,,,
1756,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
1756,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
1756,,,,
1756,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
1756,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1756,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
1756,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
1756,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
1757,Activity A,1970-01-01 09:00:00,0.0,0.0
1757,Activity B,1970-01-01 10:00:00,3600.0,0.16666589506530063
1757,Activity C,1970-01-01 11:00:00,7200.0,0.33333179013060127
1757,Activity D,,,
1757,,1970-01-01 13:00:00,14400.0,0.6666635802612025
1757,Activity G,,,
1757,Activity K,,,
1757,Activity M,1970-01-01 14:00:00,18000.0,0.8333294753265031
